Date,Open,Price,High,Low,Close,Volume,cpi
6/30/2021,176.9,84.57,178.4,175.9,177.3,775017,5.624733
6/29/2021,173,84.63,177.5,173,175.9,513447,5.624733
6/28/2021,173.8,84.44,174.4,172.6,173,328305,5.624733
6/24/2021,176,84.51,176.9,173,176.1,749280,5.624733
6/23/2021,176.6,84.36,179,175.9,176.1,523792,5.624733
6/22/2021,179,84.39,179,175.9,176.6,543269,5.624733
6/21/2021,180,84.51,181.8,177.7,179.6,1280450,5.624733
6/17/2021,171,84.62,175.6,171,174.9,605017,5.624733
6/16/2021,171,84.63,172.2,169.5,170.8,658871,5.624733
6/15/2021,171,84.62,172.7,169,171,510254,5.624733
6/14/2021,172.8,84.39,173.4,170,170.8,430072,5.624733
6/10/2021,178,84.8,178.5,174.2,174.5,1246656,5.624733
6/9/2021,176.8,84.51,179.9,175.5,176.1,1113064,5.624733
6/8/2021,178.1,84.45,180.4,175.9,176.6,971836,5.624733
6/7/2021,182.2,84.28,187.6,175.5,178.2,1244893,5.624733
6/3/2021,170.2,84.39,175,170.2,173.8,1090910,5.624733
6/2/2021,170.8,84.62,172,167.2,171.2,777051,5.624733
6/1/2021,171.7,84.4,172.7,168,168.8,1070806,5.624733
5/31/2021,170.5,84.54,173,170.2,171.7,539719,5.277149
5/27/2021,171.5,84.62,174,169.1,173.1,1221647,5.277149
5/25/2021,173.8,84.23,175,171.1,171.5,689259,5.277149
5/24/2021,175.8,84.7,176.3,172.7,173.3,727872,5.277149
5/20/2021,178.2,84.39,180.9,175.3,177,1104596,5.277149
5/19/2021,183,84.82,183.4,177.3,177.9,1723747,5.277149
5/18/2021,180,84.62,184,178,182.7,931601,5.277149
5/17/2021,180.1,84.51,183,177,177.8,1009216,5.277149
5/12/2021,187,84.51,187.4,183.5,184.1,1026214,5.277149
5/11/2021,190.1,84.45,191.6,187.5,188.9,1497955,5.277149
5/6/2021,184.9,84.62,185.8,182,184,2450265,5.277149
5/5/2021,185.8,84.39,187.3,182.7,183.5,929683,5.277149
5/4/2021,187.2,84.45,189,183.3,185.7,1778847,5.277149
5/3/2021,193,84.62,193,184.1,186.4,2190535,5.277149
4/29/2021,194.3,84.29,194.4,189.8,192,2315288,5.555157
4/28/2021,189.4,84.62,193.3,188.3,191.8,1237959,5.555157
4/27/2021,194.9,84.62,194.9,188.1,189.3,2699001,5.555157
4/26/2021,197.6,84.62,199.5,192.2,195.1,3520844,5.555157
4/22/2021,192.2,84.62,193,188.2,191.2,2324641,5.555157
4/21/2021,190,84.62,195.5,190,192.3,2228165,5.555157
4/20/2021,181.3,84.62,190.4,181.2,189.4,2552535,5.555157
4/19/2021,183.9,84.51,184.4,180.8,181.9,1029293,5.555157
4/15/2021,178,84.39,181.8,177,181.1,581062,5.555157
4/13/2021,170.1,84.51,178.3,169.1,177.2,664294,5.555157
4/12/2021,175.4,84.51,177.8,171,172.3,856884,5.555157
4/8/2021,183.5,84.62,183.5,177.7,178.1,558398,5.555157
4/7/2021,184.1,84.62,184.4,181.4,182,869398,5.555157
4/6/2021,182.9,84.35,184,180.1,182.6,874142,5.555157
4/5/2021,177.9,84.16,183.7,177.6,182.6,539496,5.555157
4/1/2021,185,84.62,185.8,181,184.8,1038316,5.555157
3/31/2021,188,84.62,188.8,183.5,185.4,1868490,5.485752
3/29/2021,188.9,84.39,191,186.6,189.1,2907704,5.485752
3/25/2021,183.7,84.2,187.5,180,186.2,2217929,5.485752
3/24/2021,189,84.37,189.4,180.6,182.7,2485452,5.485752
3/23/2021,182.1,84.45,189.9,182,189.4,2912802,5.485752
3/22/2021,179,84.62,182,172.7,181,1887036,5.485752
3/18/2021,182,84.03,182.5,177.3,180.6,1665857,5.485752
3/16/2021,185.9,84.56,187.4,181.2,183.6,848761,5.485752
3/15/2021,187,84.37,187.6,184.5,185.3,931454,5.485752
3/11/2021,187,84.39,191.5,185.2,189.7,1519626,5.485752
3/10/2021,192.7,84.14,193.5,185.8,186.4,1279809,5.485752
3/9/2021,192.9,84.79,194.2,191.2,191.8,2033894,5.485752
3/8/2021,188.1,84.45,193,187.3,191.7,1245800,5.485752
3/4/2021,187.6,84.6,193.8,187,189.6,2481008,5.485752
3/3/2021,196.1,84.54,196.9,186.7,188.4,2452052,5.485752
3/2/2021,182.4,84.59,195.4,182.4,194.1,3340105,5.485752
3/1/2021,177.1,84.59,183,172.9,181.9,1366196,5.485752
2/25/2021,180.5,84.62,185,178.1,181.5,1213863,5.352594
2/24/2021,175.9,84.79,181.9,173.6,180.2,1365800,5.352594
2/23/2021,181,84.45,181.3,171.2,172.7,1913222,5.352594
2/22/2021,188,84.06,189,178,180.8,1263839,5.352594
2/18/2021,187.5,84.62,190.5,186,187.1,1534545,5.352594
2/17/2021,191.9,84.79,193.4,187.4,189.8,4192046,5.352594
2/16/2021,198.1,84.37,199.8,189.9,191.1,3781982,5.352594
2/15/2021,182.6,84.17,195.9,182.6,194.5,3994331,5.352594
2/11/2021,172.2,84.27,174.8,167.5,169.7,2171972,5.352594
2/10/2021,166,84.44,177.3,166,171.7,2986817,5.352594
2/9/2021,151.4,84.11,164.6,151.4,164.3,2852980,5.352594
2/8/2021,165,84.63,166.8,147.3,149.7,4022811,5.352594
2/4/2021,173.5,84.22,179.2,173.2,177.7,1468624,5.352594
2/3/2021,171,84.54,174.3,169.2,172.6,2407446,5.352594
2/2/2021,176.8,84.37,178,169.7,171,2698592,5.352594
2/1/2021,184.2,84.44,187,174.2,176.5,1866134,5.352594
1/28/2021,190,84.03,191.8,181.8,183.7,3288326,5.059176
1/27/2021,192.7,84.54,193.8,185.9,188.1,2365769,5.059176
1/26/2021,198.9,84.45,200.9,190.9,192.1,2633433,5.059176
1/25/2021,214.2,84.79,215,191,200.1,7434122,5.059176
1/21/2021,199,84.37,204.8,195.6,198.2,4167421,5.059176
1/20/2021,198.9,84.54,201.4,194.4,195.3,3602186,5.059176
1/19/2021,194.1,84.13,198,191.7,195.4,2947988,5.059176
1/18/2021,186.5,84.29,194,176,189,3819809,5.059176
1/14/2021,204.9,84.15,208.9,195.1,197.6,6096522,5.059176
1/13/2021,202,84.79,203.7,193.6,194.8,4483598,5.059176
1/12/2021,205,84.28,214.9,203,205.4,5496947,5.059176
1/11/2021,193.2,84.8,204,191.1,200.9,6944336,5.059176
1/7/2021,193,84.28,194.4,173,176.5,5676440,5.059176
1/6/2021,196.1,84.15,196.5,185,189.6,5212509,5.059176
1/5/2021,214,84.28,215,185.5,188.3,8215419,5.059176
1/4/2021,203.9,84.33,205,191.2,203.2,10416650,5.059176
12/30/2020,183.1,84.33,195.5,181.3,190.5,5283358,5.299835
12/29/2020,179.9,84.79,182,177,180.2,4455748,5.299835
12/28/2020,177,84.25,178.7,172.8,176.6,3664118,5.299835
12/24/2020,172.6,85.07,175,171,174.6,3999818,5.299835
12/23/2020,162.1,84.27,171.9,161.5,170.1,4992589,5.299835
12/22/2020,165,84.45,166.7,162.8,163.6,3565739,5.299835
12/21/2020,162.2,84.49,165.5,162.2,164.7,3458179,5.299835
12/17/2020,156.6,84.51,156.7,153.1,154.8,2739145,5.299835
12/15/2020,161,84.45,162.6,153.8,155.3,4591357,5.299835
12/14/2020,154,84.37,159.8,153,159,4106594,5.299835
12/10/2020,143.2,84.18,148.4,143.2,145.9,3533433,5.299835
12/9/2020,140.6,84.63,143.4,140.1,142.7,4201459,5.299835
12/8/2020,142,84.43,142.8,140.1,140.5,1783777,5.299835
12/7/2020,142.2,84.54,142.9,140.1,141.2,2808198,5.299835
12/3/2020,140.4,84.5,144.2,138.2,142.9,2013241,5.299835
12/2/2020,145,84.45,145,140,140.4,2461021,5.299835
12/1/2020,143.9,84.46,146.9,142.5,144.2,2211025,5.299835
11/30/2020,148.7,84.4,149.3,142.8,143.4,3641099,5.46424
11/26/2020,138,84.18,142.1,137,140.8,4154466,5.46424
11/24/2020,130.45,84.39,135.09,130.45,134.27,3105594.71,5.46424
11/23/2020,130.64,84.36,130.64,125.45,129.73,2390301.03,5.46424
11/19/2020,132.73,84.36,137.64,132.18,134.09,5005549.85,5.46424
11/18/2020,128.73,84.45,132.18,128.27,131.73,3291754.3,5.46424
11/17/2020,127.27,84.79,130.18,126.18,128.73,4955756.15,5.46424
11/16/2020,126,84.46,130,125.45,126.36,3584363.09,5.46424
11/12/2020,127.36,84.45,130.18,126.36,129,8422008.95,5.46424
11/11/2020,119.18,84.57,126.82,118.64,126,9148836.13,5.46424
11/10/2020,124.55,84.33,125.45,118.18,118.82,6178136.62,5.46424
11/9/2020,122.27,84.29,125.73,120.55,123.36,6538958.61,5.46424
11/5/2020,121.36,84.2,126.09,121.36,123.18,7657378.07,5.46424
11/4/2020,116.36,84.41,121.82,115.45,121.36,6756336.2,5.46424
11/3/2020,113.64,84.37,117.18,112.73,115.91,6408097.11,5.46424
11/2/2020,115.55,84.4,117.82,112.82,113.55,4971778.75,5.46424
10/29/2020,108.18,84.39,110,106.55,107.55,5840832.63,6.407688
10/28/2020,106.64,84.37,107.36,104.73,106.64,2019668.14,6.407688
10/27/2020,106.36,84.43,108.45,106,107.64,4308687.77,6.407688
10/22/2020,105,84.22,106.82,104.09,105.18,2283551.53,6.407688
10/21/2020,106.73,84.79,107,103.82,104.64,1968855.84,6.407688
10/20/2020,107.27,84.29,108.91,105.82,106.18,3371724.3,6.407688
10/19/2020,103,84.57,107.55,102.18,107.09,3235392.5,6.407688
10/15/2020,100.45,84.15,101.82,99.27,100.45,1779619.55,6.407688
10/14/2020,101.36,84.46,103.64,98.91,99.64,1753618.85,6.407688
10/13/2020,100.09,84.63,101.82,98.64,100.91,1307043.06,6.407688
10/12/2020,102.55,84.63,102.73,99.45,100.09,1534297.56,6.407688
10/8/2020,105.45,84.63,105.91,103.45,104,1817065.75,6.407688
10/7/2020,104.91,84.63,105.91,104.45,104.82,1314239.26,6.407688
10/6/2020,105,84.63,106.18,103.91,104.73,1855218.15,6.407688
10/5/2020,109.55,84.63,109.55,104.09,104.91,2810409.72,6.407688
10/1/2020,107.18,84.63,109.55,107.18,108.36,4159536.58,6.407688
9/30/2020,107.45,84.63,107.64,106.27,107.09,2131113.54,5.938861
9/29/2020,109.09,84.63,110.36,106.91,107.45,3061429.71,5.938861
9/28/2020,104.09,84.63,109.36,104.09,108.27,4748955.06,5.938861
9/24/2020,105.45,84.63,106.36,103.82,104.09,2199356.44,5.938861
9/23/2020,106.73,84.63,107.45,104.73,105.27,2638609.52,5.938861
9/22/2020,104.09,84.63,107.45,104.09,106,2867379.82,5.938861
9/21/2020,107.55,84.63,109,103.91,104.55,2218089.43,5.938861
9/17/2020,104.36,84.79,106.09,102.73,104.18,2562066.02,5.938861
9/16/2020,107.27,84.63,107.55,103.18,104.09,2888706.61,5.938861
9/15/2020,107.45,84.63,109.55,105.73,107.09,2989980.31,5.938861
9/14/2020,107.73,84.63,108.64,104.91,107.45,4739490.66,5.938861
9/10/2020,111,84.63,113.09,109.55,111.45,4986308.65,5.938861
9/9/2020,113.18,84.63,113.55,108.73,111,9468162.82,5.938861
9/8/2020,113.45,84.63,116,112.82,113.45,5767507.73,5.938861
9/7/2020,110,84.8,114.27,109.55,112.55,5389866.74,5.938861
9/3/2020,111.73,84.63,112.55,109,109.73,6960902.09,5.938861
9/2/2020,106,84.63,116.09,104.27,112.09,14022007.58,5.938861
9/1/2020,106.36,84.63,107.27,103.64,105.55,5948501.72,5.938861
8/31/2020,108.18,84.63,108.18,104.55,105,13044965.61,5.682455
8/27/2020,99.45,84.63,99.91,97.27,98.36,3250635.2,5.682455
8/26/2020,100.45,84.63,100.91,97.73,98.73,3769966.09,5.682455
8/25/2020,95.91,84.63,101.73,95.91,99.64,4047663.28,5.682455
8/24/2020,100.91,84.63,101.64,96.36,98,4180935.98,5.682455
8/20/2020,103.64,84.63,104.91,100.18,101.55,5431220.14,5.682455
8/19/2020,99.09,84.63,107.27,99.09,103.64,9031289.03,5.682455
8/18/2020,94.18,84.63,98.73,93.55,97.82,7425661.98,5.682455
8/17/2020,96.82,84.63,100.18,93.64,94.18,4390748.87,5.682455
8/13/2020,89.09,84.63,91.55,87.73,88.27,3549279.7,5.682455
8/12/2020,90,84.63,91.27,87.64,89,6347579.51,5.682455
8/10/2020,90.91,84.63,91.64,86,89.18,4618953.76,5.682455
8/6/2020,78.18,84.63,82.45,77.73,81.91,5397257.64,5.682455
8/5/2020,77.73,84.63,78.91,77.09,77.64,2920959.71,5.682455
8/4/2020,78.18,84.63,78.64,76.45,77.73,2725291.72,5.682455
8/3/2020,74.27,84.63,79.09,73.55,77.91,3891547.99,5.682455
7/30/2020,71,84.63,73.55,70.91,73.36,3877718.79,5.537423
7/29/2020,70,84.63,71.18,68.64,70.91,1427684.46,5.537423
7/28/2020,71.27,84.63,71.55,69.55,70,1904895.24,5.537423
7/27/2020,70,84.63,71.45,69.64,71.27,2188144.14,5.537423
7/23/2020,68.64,84.63,68.64,67.09,68,1049702.47,5.537423
7/22/2020,68.18,84.63,69.09,67.27,67.91,817635.48,5.537423
7/21/2020,67.55,84.63,68.91,67.09,68.64,1698797.05,5.537423
7/20/2020,64.73,84.63,68.09,64.45,67.64,1121946.07,5.537423
7/16/2020,69.91,84.63,70,66.82,67.55,2151260.04,5.537423
7/15/2020,68.55,84.63,70.18,68.18,69.45,2337323.93,5.537423
7/14/2020,66.45,84.63,69.09,66.27,68.55,2815783.22,5.537423
7/13/2020,66.64,84.63,67.82,65.45,66.45,1933368.74,5.537423
7/9/2020,63,84.63,67.09,62.64,65.82,3263119.1,5.537423
7/8/2020,61.82,84.63,63.45,61.09,63,2731518.82,5.537423
7/7/2020,60.18,84.63,62.09,60.18,61.82,1429256.36,5.537423
7/6/2020,59.82,84.63,60.73,58.27,60.18,1764452.75,5.537423
7/2/2020,62.91,84.63,62.91,57.27,60.64,1814577.55,5.537423
6/30/2020,62.18,84.63,63.27,61.45,62.91,2025213.24,6.003922
6/29/2020,60,84.63,62,60,61.55,2677255.82,6.003922
6/25/2020,58,84.73,59,57.73,58.91,1413649.56,6.003922
6/24/2020,57.27,84.73,58.09,56.64,57.82,1023358.57,6.003922
6/23/2020,57.82,84.79,58.18,57,57.27,1567109.45,6.003922
6/22/2020,57.73,84.73,57.91,57.36,57.45,992284.67,6.003922
6/18/2020,57.55,84.73,58,57.09,57.45,1134399.17,6.003922
6/17/2020,57.73,84.73,58,57.09,57.73,728936.98,6.003922
6/16/2020,56.91,84.73,58,56,57.73,1071870.77,6.003922
6/15/2020,58.91,84.73,58.91,56.36,56.91,1431363.96,6.003922
6/11/2020,60,84.73,61,59.27,60.27,1396793.16,6.003922
6/10/2020,58,84.73,60.27,58,60,1567811.25,6.003922
6/9/2020,57.73,84.73,58.55,57.73,58.09,896625.37,6.003922
6/8/2020,59.18,84.73,59.18,56.55,57.64,1048602.47,6.003922
6/4/2020,60,84.73,60.27,55.27,55.55,1218408.36,6.003922
6/3/2020,60.82,84.73,62.09,59.55,59.91,730506.68,6.003922
6/2/2020,64,84.94,65.18,59.18,60.82,982526.57,6.003922
6/1/2020,64.55,84.73,66.64,61.73,63.91,2581181.82,6.003922
3/25/2020,55.18,84.73,55.18,55.18,55.18,28795.8,5.517136
3/24/2020,55.18,84.73,55.18,55.18,55.18,24689.5,5.517136
3/23/2020,55.18,84.73,55.18,55.18,55.18,122290.3,5.517136
3/19/2020,56.27,84.73,56.27,56.27,56.27,2196.7,5.517136
3/18/2020,54.55,84.73,55.45,47.36,48.18,317135.49,5.517136
3/16/2020,57.27,84.73,58.09,51.82,52.55,343361.69,5.517136
3/12/2020,60,84.73,60.55,57.45,58.18,160052.2,5.517136
3/11/2020,59.09,84.78,60.91,58.18,60,529417.88,5.517136
3/10/2020,56.27,84.73,59.27,56.27,58.91,264247.49,5.517136
3/9/2020,60.09,84.73,60.09,56,56.18,278668.49,5.517136
3/5/2020,64.64,84.73,65,62.18,62.82,177972.29,5.517136
3/4/2020,65,84.73,65.82,64.55,65,177884.29,5.517136
3/3/2020,65.91,84.73,66,64.64,65.18,833292.88,5.517136
3/2/2020,65.91,84.73,66.27,64.82,64.91,209815.09,5.517136
2/27/2020,65.55,84.73,66.73,65.45,66.36,150889.2,5.517374
2/26/2020,66.55,84.73,66.55,64.91,65.18,112994.2,5.517374
2/25/2020,66.27,84.76,66.82,66.18,66.36,208628.19,5.517374
2/24/2020,66.27,84.76,67.18,66.27,66.73,143195.8,5.517374
2/20/2020,70.18,84.73,70.18,68.09,68.55,197158.49,5.517374
2/19/2020,69.64,84.73,70.27,67.91,69,321269.29,5.517374
2/18/2020,71.82,84.78,71.82,67.45,70.27,388870.89,5.517374
2/17/2020,72.73,84.78,73.45,70.27,71.18,195444.69,5.517374
2/13/2020,66.18,84.73,68.09,66.18,67.82,171758.39,5.517374
2/12/2020,65.91,84.73,67,65.82,66.18,142665.6,5.517374
2/11/2020,68.09,84.76,69.09,65.27,65.55,158467.1,5.517374
2/10/2020,66.82,84.76,67.27,65.73,66.18,107683.4,5.517374
2/6/2020,66.82,84.73,68.09,66.82,67.91,88061.6,5.517374
2/5/2020,66.55,84.73,67.36,66.45,67.27,45212.2,5.517374
2/4/2020,64.55,84.73,67.45,64.55,67.27,263781.09,5.517374
2/3/2020,66.55,84.73,67.64,66.45,67.27,69594.8,5.517374
1/30/2020,65.91,84.73,67.27,65.09,67,184348.99,5.617284
1/29/2020,67.27,84.65,67.27,65.82,65.91,185301.59,5.617284
1/28/2020,65.45,84.65,67.27,64.73,66.18,239636.09,5.617284
1/27/2020,66.36,84.65,67.09,65.09,66.18,118100.4,5.617284
1/23/2020,67.27,84.65,69.09,66.09,68,415930.89,5.617284
1/22/2020,63.91,84.65,68,63.91,67.27,303678.09,5.617284
1/21/2020,61.91,84.67,65.45,61.91,65,346969.69,5.617284
1/20/2020,60.91,84.67,64.18,60.91,63,881788.57,5.617284
1/16/2020,50,84.67,56.27,50,54.55,201709.19,5.617284
1/15/2020,51.55,84.67,53.91,51.55,52.09,91918.2,5.617284
1/14/2020,54.36,84.67,54.36,51.18,51.64,207338.99,5.617284
1/13/2020,56.27,84.67,56.27,54.09,54.36,80377,5.617284
1/9/2020,55.91,84.65,57.55,55.64,56.18,267195.49,5.617284
1/8/2020,58.18,84.65,58.18,55.64,55.82,138320.6,5.617284
1/7/2020,57.73,84.65,59.55,57.09,57.55,93948.8,5.617284
1/6/2020,59.27,84.69,60.64,57.73,58.09,149228.2,5.617284
1/2/2020,61.73,84.65,63,61.27,61.82,251622.79,5.617284
1/1/2020,62.73,84.65,63.91,60,61,238602.09,5.617284
12/30/2019,64.27,84.69,64.55,62.73,63.09,214886.09,5.760279
12/26/2019,64.82,84.94,65,64.55,64.82,42274.1,5.760279
12/24/2019,64.64,84.94,65.45,64.36,64.73,132860.2,5.760279
12/23/2019,65.09,84.65,65.45,64.64,64.91,20263.1,5.760279
12/19/2019,65.82,84.65,67.27,65.45,65.82,78756.7,5.760279
12/18/2019,65.45,84.65,65.45,63.64,64.64,65067.2,5.760279
12/17/2019,67.45,84.65,67.73,64.55,66,100036.2,5.760279
12/12/2019,69.09,84.65,69.09,68.18,68.27,51209.4,5.760279
12/11/2019,69.55,84.65,69.73,69.09,69.27,55966.9,5.760279
12/10/2019,69.55,84.7,70.45,68.73,68.91,60157.9,5.760279
12/9/2019,69.18,84.65,72.09,69.18,69.55,20538.1,5.760279
12/5/2019,72.73,84.65,72.73,71.36,71.55,45393.7,5.760279
12/4/2019,72.64,84.65,73.55,71.55,72.45,311790.59,5.760279
12/3/2019,72.45,84.65,72.73,71.45,72.45,294896.79,5.760279
12/2/2019,72.64,84.65,72.73,71.36,71.55,53912.1,5.760279
11/28/2019,73.36,84.94,74.36,72.09,72.91,191991.79,5.986204
11/27/2019,72,84.65,76.27,71.55,73.18,1535573.56,5.986204
11/26/2019,72.55,84.65,73.64,71.18,72,316183.99,5.986204
11/21/2019,74,84.65,74,71.09,72.55,159982.9,5.986204
11/20/2019,74.09,84.65,74.55,72.27,73.18,413605.49,5.986204
11/19/2019,73.18,84.65,74.45,72.82,73.73,227067.49,5.986204
11/18/2019,70.91,84.7,74.36,70.55,73.27,223079.99,5.986204
